Localisation	Id. source	Segment source	Segment cible	Id. cible
2.1.9	pTjeyd8	que en los omes le acola natural	ut unus masculus uni adhaereat foeminae , sequitur in hominibus esse quid naturale ,	nMBlh7Z
2.1.9	vW4LXUt	Ca alas otras ain alias conplidamente la naturales apareia su uianda	quia eis natura sufficienter parat victum ,	tEqd6dS
2.1.9	qxzIQjg	e alos prinçipes de segnir mas orden natural	Et tanto magis hoc decet Reges et Principes ,	j8VrRDK
2.1.10	wyxw42D	Ca en el mater moino primeramente es guardada la orden natural .	omnino detestabile esse unam foeminam nuptam esse pluribus viris . In coniugio enim primo reseruatur ordo naturalis :	iwFuC93
2.1.10	a1ODhl6	e aguarda dela orden natural	ordinatur enim coniugium non solum ad conseruationem ordinis naturalis ,	oFUT2Jn
2.1.10	jF2NxBs	e por esto se tolleria la orden natural	Tolletur enim ex hoc naturalis ordo ;	e1bhyrT
2.1.10	mPgM3Bp	que por esto se tire la orden natural	Quod autem ex hoc tollatur naturalis ordo ,	u7tIIMP
2.1.10	pSaCYvk	Ca segunt la orden natural	Nam | secundum ordinem naturalem	mu9tgRm, lB5vcVA
2.1.10	bKTzaLB	Otrossi segunt la orden natural en essas mismas obras	secundum ordinem naturalem in eisdem operibus nullus aeque per se duobus	lajViam
2.1.10	nl6PMG6	Et por ende contradize ala orden natural	et esse sub ipso repugnat ergo ordini naturali eundem duobus esse subiectum .	x5vGJv9
2.1.10	slldPla	segunt que son muchos non puede ser segunt orden natural .	ut plures sunt ,	pjWpoZE
2.1.10	ezmn7LU	por que en el casamiento dellos conuiene de guardar la orden natural	quia in eorum coniugio magis quam in alio decet naturalem ordinem conseruare .	tR2nNcl
2.1.11	lWRpdx3	Ca commo por la orden natural deuamos auer subiectiuo al padre e ala madre	Nam cum ex naturali ordine debeamus parentibus debitam subiectionem ,	zw6m6Aw
2.1.11	iPGQR1a	Mas en tanto esto paresçe conuenible a razon natural	hoc naturali rationi consentaneum ,	j3ZJibw
2.1.11	qbiT8F0	se con razon natural saca algunas perssonas	sola ratione naturali ductus exceptuat personas aliquas a contractione connubii :	dYaAKV9
2.1.11	uabEiTV	quanto mas conuiene a ellos de guardar la orden natural	quanto magis eos obseruare decet ordinem naturalem .	xwVVbFI
2.1.11	wgjzsUd	Por ende la razon natural dize que los matermonios non son de fazer entre estos	inter illos	hK9NwPj
2.1.11	dIGrQZz	assi es commo ayan natural amor las perssonas	Cum ergo ad personas nimia affinitate coniunctas habeatur naturalis amor ,	t05TRFN
2.1.12	iKR0O9X	por que el omne naturalmente es aian la conpannable ama termoino	eo quod homo naturaliter esse animal sociale : prima autem naturalis societas ( ut patet per Philosophum in Polit’ )	eQrwkOn
2.1.12	sEthUbc	ca la primera con pama natural	eo quod homo naturaliter esse animal sociale : prima autem naturalis societas ( ut patet per Philosophum in Polit’ )	eQrwkOn
2.1.12	ho6k3a0	si asi el casamiento non fuesen ordenado a algua conpanna conuenible e natural .	nisi coniugium ordinaretur in quandam societatem debitam | et naturalem .	cZxQwlh, wTOB8Mg
2.1.13	dV7fiHg	Ca es cosa natural	quia est quid naturale ,	qkJrD5g
2.1.14	smVWOkg	e mas natural .	magis totale et naturale : regimen vero politicum est magis paternale et ex electione .	tiIZErX
2.1.14	frqVMsK	Otrossi commo quier que todo gouernamiento si es derechurero sea natural	quantumcunque sit rectum , | non est adeo naturale ,	jkWKceO, yG1aC5O
2.1.14	oT5DghC	nin escogen el padre para si mas naturalmente son egendrades del padre .	nec eligunt sibi patrem , | sed naturaliter producuntur ab ipso .	c19lkUm, uKNDNvH
2.1.14	x1H75Ad	assi commo el omne naturalmente es despuesto a fablar	sicut homo naturaliter est aptus ad loquendum ,	jcYW0gE
2.1.14	eMNwp8D	que la orden e la razon natural muestra .	et ratio naturalis .	vJBc9Ig
2.1.15	xmDcQjg	que los mouimientos naturales	Impetus naturales	kqdrYJn
2.1.15	l4onYJw	¶ Et pues que assi es non es orden natural	Non est ergo naturalis ordo , virum praeesse uxori eo regimine	jet1pGr
2.1.15	zZId5Eb	mas vn omne era naturalmente barbaro e sieruo .	sed idem est esse naturaliter barbarum | et seruum ;	y84kllN, vNZ44mF
2.1.15	wLwFa4w	e de entendemiento sea naturalmente sieruo	Sed cum carens rationis usu sit naturaliter seruus ,	a7Gcoc0
2.1.15	zUb5859	este tal es naturalmente barbaro e sieruo	idem est esse natura barbarum et seruum .	zTQRkVm
2.1.15	zngTm2w	e conosçer la manerar la orden natural	et cognoscere modum | et ordinem naturalem ;	bpJ3O4E, xZb9qYe
2.1.15	vFrt8Ot	Et pues que assi es de parte de la orden natural paresçe que otra cosa es el gouernamiento del marido ala mug̃r	Ex parte igitur ordinis naturalis patet aliud esse regimen coniugale quam seruile :	oMpC0E7
2.1.16	ifH8lv1	por que assi commo veemos en las otras cosas naturales	Sic enim videmus in aliis rebus naturalibus ,	igClVBe
2.1.17	aO9BfDB	Et dizen que esto otorgan tan bien los naturales	et ait , | quod tam a naturalibus ,	pVU4Wbm, vFXg3pP
2.1.17	delWylp	Otrossi los poros abiertos salle la calentura natural .	apertis poris exalat naturalis calor ,	koohupp
2.1.17	ryR21Vj	por la calentura natural se ençierran de dentro por el frio qual çerca de fuera	quia calor eius interius propter frigus circunstans non exalat ,	aqzgEPa
2.1.17	yriqwIp	por que non salle dellos la cal entra a natural	quia non exalat inde calor ;	uQ0U2XM
2.1.18	cbjWqhy	Ca commo las muger ssean naturalmente temerosas	Nam cum mulieres sint naturaliter adeo timidae ,	wK6qaKE
2.1.22	iayvyED	por que sea entre ellos amistança natural delectable e honesta	inter eos amicitia naturalis delectabilis , et honesta .	qTQJ0XV
2.1.24	lXTthzX	e dela mug̃ sea natural	quomodo communitas viri et uxoris sit naturalis ,	yc3DgYp
2.2.1	sFFzUgS	de ser amistança natural ¶	ex eo quod inter eos debet esse amicitia naturalis . Prima via sic patet .	vFZfCoz
2.2.1	vHhRqHQ	Ca assi commo veemos en las cosas naturales	Nam sicut in naturalibus rebus aspicimus	nKEZPhD
2.2.1	tkIOD0z	e los fijos naturalmente han el ser de los padres . Conuiene alos padres de auer cuydado de los fijos	et filii naturaliter a patribus esse habent , | decet patres habere curam filiorum ,	v22iZ3W, vXTp7GS
2.2.1	xSVv65x	por que naturalmente las cosas de suso	videmus enim super caelestia corpora influere	eoggtSb
2.2.1	tYuBUoS	Por la qual cosasi natural cosa es	Quare si naturale est ,	h193I8B
2.2.1	tt3gO9j	por que los padres enssenore a naturalmente alos fijos	Patres ergo | eo ipso quod naturaliter praesunt filiis ,	mU30pJk, sJpOl5T
2.2.1	jZc2rbw	Conuiene que los padres por amor natural	decet patres ex ipso amore naturali ,	vSNoCfJ
2.2.2	yAp00ay	Ca natural cosa es que cada vno ame sus obras	naturale est enim quemlibet diligere sua opera ,	vfr703o
2.2.2	t5ZZoLO	Onde los padres naturalmente aman los fijos	ut Philosophus in Ethicorum unde et patres naturaliter diligunt filios , et poetae sua poemata tanquam proprium opus .	dTArmSG
2.2.2	iQDuEMz	e generalmente todos los señores sy de una naturalmente ensseñorear conuiene les	et uniuersaliter omnes dominantes , | si debeant naturaliter dominari ,	rk7uLzh, eTu006y
2.2.3	tAtujl7	La primera razon se torna de la orden natural	paternale regimen trahere originem ex amore . Prima via sumitur ex ordine naturali .	ryyy71K
2.2.3	vye4VEi	por que el fijo naturalmente es vria semerança que desçende del cadre .	quia filius naturaliter est quaedam similitudo procedens a patre :	hmuyHK9
2.2.3	v3UrOWr	assi en ellos es natural appetito	naturalis impetus ad eos diligendum ,	gTaLmUu
2.2.4	whgGt93	Ca si entre los padres e los fijos es amor natural	Nam si inter parentes et filios est amor naturalis ,	boZMElH
2.2.4	vPF7ueT	Et non es natural cosa que las de diyuso		
2.2.6	tr9teMz	La primera se toma dela naturaleza dela delectacion	Prima via sumitur | ex naturalitate delectationis . Secunda ,	miCrUAq, cwJW5pN
2.2.6	xUHWnHi	en tanto es natural anos de nos delectar enla ninnes	adeo connaturale est nobis delectari ,	lUwx2xH
2.2.6	m6Mi6Mu	Et paues que assi es dela naturaleza e dela delectaçion paresçe	ex ipsa ergo connaturalitate delectationis , statim cum pueri sunt sermonum capaces ,	pF2Irq7
2.2.7	eB875PA	Ca assi conmodicho es de suso ninguno non es dich̃ sennor naturalmente	Nam ( ut superius dicebatur ) nullus est naturaliter dominus ,	sl3uj1b
2.2.7	nDdwv8A	e mas natural mente .	et prudentiores esse ,	nMPhEy3
2.2.8	dSnnNa4	por ende segunt que dize este mismo philosofo la musica es conueinble ala naturaleza de los mançebos por que les muestra delectaçicen sin danno ¶	quare ( secundum eundem Philosophum ) musica est consentanea naturae iuuenum , | quia habent innocuas delectationes .	bspsWq3, p6guZDy
2.2.8	jMkA5jG	Ca la natural ph̃ia	Nam Naturalis Philosophia docens cognoscere naturas rerum ,	ggPGhDS
2.2.8	ldIbEbz	Et la sçiençia dela fisica es sola ph̃ia natural .	sub naturali Philosophia .	qCUXvvy
2.2.8	kw52pWX	delas otras sçiençias falladas por los omes . Et en pos estos deuen ser mas honrrados los philosofos naturales	inter scientias humanitus inuentas metaphysica primatum tenet . Post hos quidem honorari debent naturales Philosophi :	l4IOw3r
2.2.8	wPLPfmD	por que lph̃ia natural commo quier que sea a quande dela methasisica .	quia naturalis Philosophia licet sit infra metaphysicam , tenet	eB0U9GB
2.2.11	qQTKIUs	por que mas liga mente passasse la calentura natural ala bianda	facilius pateretur a calore naturali ,	hfki75O
2.2.11	yifV3M0	Mas esta orden natural en la mayor parte	Hunc autem ordinem naturalem ,	lpSutDO
2.2.11	lnoYzzO	conuiene que sea bien proporçionada ala calentura natural	Si enim cibus digeri debeat , oportet ipsum esse proportionatum calori naturali .	rj03Bwk
2.2.11	zb6bAW7	si en tan grand quantia se tomaque la calentura natural non pueda enssennorar	Quare si in tanta quantitate sumatur , quod calor naturalis ei dominari non possit , non bene digeritur ,	x6lKnXI
2.2.11	ftv1Jji	Ca todas las obras naturales	Nam omnes actiones naturales	yv1lWO1
2.2.13	pccehbD	assi los mouimientos naturales ni obra assi	nec sic agit ex naturali instinctu ,	bHvt0Ya
2.2.13	x6wNllp	por que ha menos de calentura natural de dentro	eo quod magis caret calore naturali intrinseco ,	j5JxNgy
2.3.2	foDDEVw	Ca si la conpania dela casa es cosa natural	Si enim societas domus est quid naturale ,	qRS953W
2.3.5	gwIP9jU	por tres razons la possession delas cosas es natural en algua manera al omne	quod rerum possessio est quodammodo naturalis .	kr3Jg19
2.3.5	o9RFalZ	assi casi los omes biuen naturalmente	Si enim homines naturaliter viuunt ,	erczpM6
2.3.5	wybQ0gt	e la conpanna dela çibdat es en alguna manera natural al omne	et societas politica est quodammodo homini naturalis ,	diqyPFy
2.3.5	fpzfuM1	conuiene en algunan manera que las cosas naturales sean neçessarias enla uida politica .	oportet aliquomodo naturalia esse | quae sunt necessaria in vita politica ;	mjPeKqQ, lFvOMGF
2.3.5	z2DIDZ0	en alguna manera es natural al omne ¶	est quodammodo homini naturalis .	fUwRjpo
2.3.5	pgLwnoB	por ende han señorio natural sobrellas .	habet naturale dominium super ipsa :	qk1C8Y0
2.3.5	tXOKNRQ	por la qual cosa natural cosa es al ome	quare naturale est homini	x6qaa5s
2.3.5	d9SxvCk	do prueua que la possession de tales cosas es natural .	ubi probat possessionem talium naturalem esse ,	wIrPkEr
2.3.5	mfveQIB	dize que naturalmente es batalla derecha de los omes contra las bestias	ait , | quod hominum ad bestias naturaliter est iustum bellum :	lyUxddQ, o2wP2yt
2.3.5	pOFRs6c	assi commo el omne naturalmente enssennorea alas bestias	Sicut ergo homo naturaliter dominatur bestiis ,	doepxfY
2.3.5	bNJXXyD	avn en essa misma manera naturalmente enssennorea a todas las otras cosas de fuera .	sic et naturaliter dominatur aliis exterioribus rebus ;	kjEbBE8
2.3.5	mZZmOXw	si la possession delas cosas en algua manera non fuesse natural al omne ¶	nisi rerum possessio quodammodo naturalis esset .	ya2S2oz
2.3.5	w6a8QkE	mas naturalmente apareia el nudmiento conuenible a ellas	sed naturaliter praeparat eis debitum nutrimentum ; congruum est	rjzdiUS
2.3.5	eIjL6UX	e por ende el sennorio delas cosas de fuera es en algua manera natural al omne .	Habere ergo dominium rerum exteriorum est | quodammodo homini naturale :	cGPGZLu, dprT5nJ
2.3.5	x3xJUf7	assi es cosa natural	est homini naturale :	q3EuyeK
2.3.6	rHvqN8j	viij̊ libro delas ethicas es amistança natural	inter quos secundum Philosophum 8 Ethicorum est amicitia naturalis ,	zdEgwnZ
2.3.7	shiGrk4	naturalmente deuen ser subietos alos omes	naturaliter debent esse subiecti hominibus pollentibus subtilitate et prudentia .	jW1rRQ7
2.3.7	m7mXN9I	que los sabios de una ser sennorsnaturalmente de los non sabios	quia sapientes naturaliter debent dominari insipientibus ,	iq5pVOZ
2.3.8	s3Ouia2	segunt manera natural non deue dessear possessiones nin riquezas sin mesura e sin fin .	et ordinem naturalem , | non debet infinitas diuitias	l40Bj9U, elUKR2v
2.3.10	anWXFQL	e entgo es abondar en riquezas e possessiones naturales	est abundare in diuitiis naturalibus :	a84WcqZ
2.3.10	wvlcSuJ	delas quales nasçen las riquezas naturales	ex quibus oriuntur diuitiae naturales , annectitur tractatur de numismatibus , quae sunt diuitiae artificiales .	fnQiwJb
2.3.10	gCBY5iZ	pone quatro maneras de dineros conuiene saber . Natural .	Distinguit autem Philos’ in Poli’ quatuor species pecuniatiuae :	j8fscrI
2.3.10	w251s8V	por aquello que las cosas naturales se mudan en dineros .	quasi naturalis : | quae fit ex eo quod res naturales commutantur in pecuniam .	nqRLjJH, gvzajhv
2.3.10	xfriIez	e entrago el qual resçibiesse naturalmente destas cosas dineros . tales dineros e tal riqueza serie dichͣ	quae naturaliter producuntur , | ex eis pecuniam susciperet ,	aaLEKMW, e5EaDuD
2.3.10	aSYasge	assi commo natural	talis pecuniatiua | quasi naturalis diceretur ,	xiDAEao, qmKrLs4
2.3.10	aUQNzmv	por razon que ha comienco delas cosas naturales .	quia a rebus naturalibus inciperet . Secunda species pecuniatiuae dicitur esse campsoria : haec enim	sFft36h
2.3.10	yPiA3TN	e Mas esta arte pecumatiua de dineros non deue ser dicha natural	Haec enim pecuniatiua , | naturalis dici non debet ;	k35YCdk, cIVQqYy
2.3.10	t2fUNwD	por que non com . iença de cosas naturales	quia nec a rebus naturalibus incipit ,	plHLD9w
2.3.10	zsTCPeS	nin se termina en cosas naturales	nec ad naturalia terminatur .	yBUMK6O
2.3.10	f0VUiV9	assi commo yconomica es natural	quae est quasi oeconomica et naturaliter ,	o86aINs
2.3.10	z5wieQT	e assi commo natural	quae est oeconomica et quasi naturalis , decet . Decet enim ipsos abundare in possessionibus	q4pvgy0
2.3.11	y0810V0	es cosa proprea en las cosas naturales	est proprium naturalibus ,	n4WKmm0
2.3.11	kMQOyP6	por que son cosas naturales	quia sunt res naturales ,	dcvQwri
2.3.11	vhKPHEG	por que son contrael derecho natural	ne fiant eo quod iuri naturali contradicant .	hncXNbW
2.3.13	qbYHg0J	que alguna suidunbre es dichͣ natural	ut de seruis . Ostendemus enim primo seruitutem aliquam naturalem esse ,	n3eirnp
2.3.13	lgydhtd	que alg ssean subietos naturalmente a algunos otros	et quod naturaliter expedit aliquibus aliis esse subiectos :	d2mDZ66
2.3.13	eW0ytfK	que nunca algunas cosas muchas fazen naturalmente alguna cosa	quod nunquam aliqua plura constituunt naturaliter aliquid unum ,	avLNoqY
2.3.13	iZPx2xR	Et commo la conpannia de los omes sean a falpor el ome es aianlia aconpannable naturalmente	quia homo est naturaliter animal sociale ,	kudIwcG
2.3.13	rLJNWdJ	mas conplidamente nunca de mucho omes se faria naturalmente vna conpannia o vna poliçia	numquam ex pluribus hominibus fieret naturaliter una societas vel una politia ,	eRD0iuk
2.3.13	kV3FEVz	si naturalmente non fuesse a ellos conuenible	nisi naturale esset aliquos principari	e32W6N5
2.3.13	t7KqTd6	Et pues que assi es algunos son natraalmente sieruos e alguas naturalmente senores ¶	Sunt ergo aliqui naturaliter domini ,	bbMcI3y
2.3.13	uIExRdN	assi commo el cuerpo al alma siguesse que aquellos sean naturalmente sieruos Et por que algunos son menguados de entendimiento e de sabideria	ad alias quasi corpus ad animam , sequitur eos esse naturaliter seruos . Sunt enim aliqui carentes prudentia et intellectu ,	lcQ2TFO
2.3.13	kCSH5rd	assi como es diche de suso naturalmente enssennorea	ut supra dicebatur ) naturaliter dominatur bestiis . Videmus enim multas bestias domesticas ,	r90sl7t
2.3.13	kK51dkN	e es cosa natural	et naturale est ipsis subiici homini ;	f8kgB40
2.3.13	dSriLqe	Por ende assi commo natural cosa es alas bestias de seruir alos omes	sic naturale est ignorantes subiici prudentibus expedit enim eis sic esse subiectos ,	q53hFmT
2.3.13	u80ve5d	assi cosa naturales	ut per eorum industriam dirigantur	qzjcwRz
2.3.13	qqjDnc5	que algunos sean naturalmente subietos e sieruos	sequitur eos naturaliter esse subiectos .	phoI9Bi
2.3.13	qMiZ55m	Pot la qual cosa la piudunbre es en alguna manera cosa natural	Quare seruitus est aliquo modo quid naturale ,	ywOHtiA
2.3.13	tJpSRfL	Et natural mente conuiene ala conpannia human	et naturaliter expedit societati humanae aliquos seruire ,	s3CZkof
2.3.14	jA8xFLM	que lin la hudunbre natural	quod praeter seruitutem naturalem ,	oN8mynJ
2.3.14	fU0bKnM	Ca cada vno de los omes es naturalmente establesçido	Nam homo quilibet naturaliter ex his duabus partibus est compositus .	xc52zBw
2.3.14	rCGi5gu	non fazen sennorio natural sinplemente .	non faciunt dominium simpliciter naturale ,	aYhjm9o
2.3.14	vZ76mtQ	e esto non es derech natural	non est iustum naturale ,	zHxNBfx
2.3.15	wXbEx1b	ca algunos son tałs naturalmente .	Nam aliqui sunt tales naturaliter ,	ka2ev8d
2.3.15	ukfadbe	de ser senno res dellos natural mente .	secundum quorum excessum contingit aliquos naturaliter dominari .	nnGo1gt
2.3.15	cP5pYBd	Mas conuiene de dar a ministraçion de alquiler e de amor sin la ministt̃ion natural et segunt ley .	praeter ministrationem naturalem | et secundum legem :	r602GSN, vto84AP
2.3.15	dqLtPY6	non guardamos sienpre la orden natural .	et non semper reseruamus ordinem naturalem ,	mMa2MVq
2.3.19	bqrHmnO	ca algunos son sieruos naturalmente	quia quidam sunt serui naturaliter , quidam ex lege ,	xpu9Cl8
2.3.19	pA9cPXG	Et pues que assi es commo alos que son sieruos naturalmente	Cum seruis ergo naturaliter non sunt communicanda secreta neque consilia :	v7bzM2A
2.3.19	j58xeEn	nunca alguno es dicho naturalmente	nunquam est quis naturaliter seruus ,	a3luM8f
2.3.20	yGW7imj	desto que tal cosa commo esta contradize ala orden natural .	etiam omnium ciuium abundare eloquiis . Prima via sumitur ex eo quod hoc repugnat ordini naturali .	iHkdP7d
2.3.20	acnREei	e por que el vno non enbargue al otro contra natural ordenes	et ne unum impediat aliud , | contra naturalem ordinem est	jcyzEhi, lj6vVNG
2.3.20	zuxGzmX	Et por ende contra orden natural es	et locutionem contra naturalem ordinem est ,	bRLm0HF
2.3.20	zdb8hoY	que es el fablar contradize ala orden natural .	repugnat ergo hoc ordini naturali .	aSqpiae
2.3.20	tECRJAz	e guardar la orden natural en toda meranera	quos decet maxime temperatos esse , et obseruare ordinem naturalem omnino in suis mensis ,	lHJsCOC
2.3.20	zYLxchF	por que non sea tirada la ordenn natural	ne tollatur naturalis ordo ,	lOhGuAK
3.1.1	uIbz7kd	e amouemiento naturala aquel bien .	aliquando ad bonum illud habemus impetum a natura ,	uctYCe3
3.1.1	exE8odw	por que han natural inclinaçion han establesçimiento della	eo quod habent naturalem impetum | ad constitutionem eius ,	gP4vulS, aM9eqHI
3.1.1	avWlKiW	Ca commo quier que toda comun dar natural sea ordenada a bien	Nam licet omnis communitas naturalis ordinetur	y82QvaN
3.1.3	cHfS50l	si la çibdat es cosa natural	An ciuitas sit aliquid | secundum naturalem ?	vuVvrc5, oGqSqGe
3.1.3	zkV9Vnz	por la qual cosa si la çibdat fuesse alguna cosa natural	Quare si ciuitas quid naturale esset ,	xQZnCY6
3.1.3	kaUrrF1	e el omne naturalmente fuesse aianl	et homo naturaliter esset animal ciuile ,	pQRBYoc
3.1.3	b8cdaPd	assi natural al omne conmoes cosa natural al fuego de escalentar	sicut est naturale igni calefacere ,	bVMU7VI
3.1.3	zgqkc5J	assi parte nesçen naturalmente al fuego	quia talia sic eis naturaliter competunt quod ad contrarium assuefieri non possunt ,	lwZEfYK
3.1.3	nIJLrZG	assi naturalmente aianl çiuil	homo ergo non sic naturaliter est animal ciuile ,	tMFuBks
3.1.3	a0QEoS7	mas es dicho qual conuiene naturalmente de seraianl ciuil	sed dicitur ei hoc naturaliter conuenire ,	oJYg2Yx
3.1.3	mMXQbmg	e algun appetito natural	et quandam aptitudinem naturalem ,	keo2pd8
3.1.3	eD2ZBGG	que assi son naturales	Quae autem sic sunt naturalia ,	i1WLOMv
3.1.3	eyIszFK	que maguera natural cosa sea al omne	ut licet naturale sit homini esse dextrum ,	w1zzzTZ
3.1.3	qSjZ9V5	assi maguera natural cosa sea al omne de beuir çiuil mente .	sic licet naturale sit homini viuere ciuiliter ,	ssPKZdo
3.1.4	kTDiv2F	que la çibdat non era cosa natural	ciuitatem non esse aliquid | secundum naturam ,	n0uaFPM, vH7a69v
3.1.4	lVuVBPi	e que el oen non era naturalmente aianlçiuil .	et hominem non esse naturaliter animal ciuile .	a6hn1j3
3.1.4	rxHJexs	que muestren que la çibdat es cosa natural	adducere rationes ostendentes ciuitatem esse	pWOm5Xn
3.1.4	xt2BKKx	e que el omne es naturalmente aianlçiuil	quid naturale ,	zgm0kYs
3.1.4	kxLQnVs	que beuir es cosa natural al omne	quod uiuere erat homini | secundum naturam ;	hzAWg8u, wGuPTgO
3.1.4	tdxkBYk	conuiene que sea cosa natural todo aquello	oportet quid naturale esse quicquid	jXNK0eD
3.1.4	lndMr85	e avn del uartio son cosas naturales	et etiam uici naturalia sunt ,	io7yRQ6
3.1.4	kwbb0UX	lo que es fin dela generaçion delas cosas naturales	ut arguit Philosophus primo Politicorum quod est finis generationis naturalium ,	kqUUb1a
3.1.4	sTbULZi	es cosa natural	est quid naturale ,	odSi7As
3.1.4	tqdurom	assi commo lo que es fin dela generaçio del omne es cosa natural al omne	ut quod est finis generationis hominis est | quid naturale ,	aw9exAT, mzZZYE0
3.1.4	wDPFz3M	mas ueemos que la comuidat dela casa es cosa natural	et est ipsa natura . Videmus autem quod communitas domus est	h80YXCa
3.1.4	fpzSh10	que acaban la casa son cosa natural .	quae perficiunt domum ,	mruUqeC
3.1.4	mfGG0GC	bien assi avn la comunidat del uarrio es cosa natural	Sic etiam communitas vici est quid naturale ,	dCA3H9e
3.1.4	mRbZjBI	por la qual cosa si tal acresçentamiento es cosa natural	propter quod si tale crementum est naturale ,	ilmyFQx
3.1.4	qB57XQN	que el uarriosa cosa natural	vicus ipse quid naturale erit .	ggJyHrd
3.1.4	rC27nBB	que es fin de la generaçion dela casa e del vairio sera cosa natural	quae est finis generationis domus | et vici erit	qXrcTeA, jiVDVgp
3.1.4	yMcyXi5	por que es fin dela generaçion de cosas naturales	secundum naturam , | eo quod sit finis generationis naturalium :	ntamYXm, fSJpkKw
3.1.4	hTkwruA	que la çibdat es cosa natural .	reliquum est ostendere ,	lGWxSsg
3.1.4	aFImKaw	finca de demostrar que el omne es naturalmente aianl politicas	hominem esse naturaliter animal politicum et ciuile ,	lQC43g9
3.1.4	vBrwvf5	La segunda de parte dela inclinaçion natural	Secunda ex parte impetus naturalis . Probatur enim in principio secundi libri ,	l07OZC2
3.1.4	y8x7Zpi	que el omne es naturalmente aian la conpannable	et disciplinam .	cwcBdHw
3.1.4	ni4qrnZ	e la comunidat dela çibdat sean cosas naturales	et ciuilem esse quid naturale .	sg9M8CC
3.1.4	liOUIya	ca si la natura dio al omne palabra natural aquella comunidat	Nam si natura dedit homini sermonem ,	mDXeDjx
3.1.4	edF6ZwY	que sea natural	iustum enim et iniustum non proprie habet esse in communitate domestica ,	etbe76o
3.1.4	nPG4ZaI	por quela palabra anos en dada naturalmente	eo quod per sermonem nobis datum a natura repraesentatur conferens	ghufzkZ
3.1.4	gNTL6OZ	para prouaͬes pose toma de parte dela inclinacion natural	sumitur ex parte impetus naturalis .	xRHrDxA
3.1.4	iD0oCet	ca todas las ainalias han natural inclinaçon	Nam omnia animalia habent naturalem impetum ad conseruandum ea quae sunt eis a natura tributa :	bnM0iJ7
3.1.4	hK9ZJa3	por la qual cosa si la natura dio al omne el beuir diol natural inclinaçion	quare si natura dedit homini viuere , | dedit ei naturalem impetum	gtw5u3Z, jxIw5pY
3.1.4	pkXzPzb	e por ende en todos los omes es inclinaçion natural	quae ad vitam sufficiunt . Inerit ergo hominibus impetus naturalis	oj8MBwO
3.1.4	u1QuFf2	mas commo aquello a que auemos inclinaçion natural sea cosa natural	Sed cum id , | ad quod habemus impetum naturalem ,	sb2FWGJ, vYQLK7s
3.1.4	p6MJAvs	conuiene quela çibdat sea cosa natural	secundum naturam , | oportet ciuitatem esse quid naturale ,	dnfbmyQ, eNa9vKc
3.1.6	dJ1QcSD	e cada vna dlłas es en alguna manera natural	quorum quilibet est aliquo modo naturalis ,	f1xw0DU
3.1.6	rVJFKyW	enpero la vna es mas natural	aliter tamen est naturalior altero .	mGbFlQs
3.1.6	hTIUonC	mas la primera es mas natural que la segunda	sed primus est naturalior secundo . Prima enim constitutio ciuitatis	t04Jbqw
3.1.6	qphoYKv	e del regno es natural en dos maneras	et regni est dupliciter naturalis . Primo enim naturalis est ,	cDoHL5O
3.1.6	xEaFw1B	¶La primera es natural	et regni est dupliciter naturalis . Primo enim naturalis est ,	cDoHL5O
3.1.6	sYTGsAt	¶ la segunda es natural	quae est opus naturae . Secundo naturalis existit ,	auVg0T8
3.1.6	wkVbW6c	por que los omes naturalmente han inclinaçion a establesçer çibdat e regno	quia homines naturalem habent impetum ad constituendam ciuitatem | et regnum .	tKQTPI3, lO05PBO
3.1.6	ittgfAW	non solamente por que los omes han natural inclinacion atal establesçimiento	quia homines habent naturalem impetum ad talem constitutionem ,	v0sG0Ex
3.1.6	xdhEHfj	e dela çibdat es natural	ut cum ex concordia hominum	pYSTCUl
3.1.6	hnk95R2	commo quier que non sea tanna tal commo la primera enpero es natural	licet non sit adeo naturalis | ut prima attamen naturalis est ,	gHPdcdi, sMLBshs
3.1.6	rfxBESx	Avn en essa misma manera han natural inclinaçion	in qua reperiuntur sufficientia ad vitam . Sic etiam habent naturalem impetum ,	gLhVsdy
3.1.6	h4kmzci	que les quieren mal fazer et esta tal inclinaçion es natural	et magis resistere hostibus volentibus impugnare ipsos . Est enim huius impetus naturalis :	fyYYyNx
3.1.6	xFkBvZd	e del tegno delas quales cada vna puede ser dichͣ natural	quorum quilibet dici potest naturalis :	q2KE11v
3.1.7	vmaXg4B	ueyendo muy grant guaueza cerca la sciençia natural	videns circa naturalem scientiam magnam difficultatem esse ,	hWniQLQ
3.1.7	tAGJWTL	que segunt la orden natural	secundum ordinem naturalem in quo communicamus	fi66a6A
3.1.7	iV4Isp7	Et mayormente la çibdat sera bien gouernada si semeiare ala orden natural	et maxime bene regitur ciuitas si imitatur ordinem naturalem :	oOjtohD
3.1.14	kqqyrI7	o ca natural cosaes	Nam semper bonum commune praeponendum est bono priuato :	rRHyT1V
3.1.14	lvUAlOb	Pues que assi es sin orden natural biue todo çibdadano	praeter ergo ordinem naturalem agit quilibet ciuis ,	kVUTzHE
3.1.19	g9YdTi0	por la calentura natural	et cibo propter calorem naturalem consumentem huiusmodi radicale .	wA8emrv
3.2.3	iTpG3BE	si cada vna delas cosas naturales fueren penssadas	Si igitur singula naturalia considerentur ,	sGhO6G5
